,index,carat,cut,color,clarity,depth,table,price,x,y,z
25911,39390,0.5,Ideal,I,SI1,62.3,56.0,1076,5.04,5.08,3.15
25912,39391,0.55,Ideal,I,SI1,61.4,54.0,1076,5.3,5.35,3.27
25913,39393,0.41,Ideal,D,VS2,62.4,55.0,1076,4.79,4.76,2.98
25914,39394,0.41,Ideal,I,IF,62.6,57.0,1076,4.78,4.74,2.98
25915,39395,0.41,Premium,G,VVS2,61.6,56.0,1076,4.78,4.76,2.94
25916,39396,0.41,Ideal,G,VVS2,61.3,56.0,1076,4.79,4.77,2.93
25917,39397,0.41,Ideal,G,VVS2,61.0,57.0,1076,4.8,4.78,2.92
25918,39398,0.41,Ideal,G,VVS2,60.4,56.0,1076,4.83,4.8,2.91
25919,39399,0.41,Ideal,G,VVS2,61.1,55.0,1076,4.83,4.8,2.94
25920,39400,0.41,Premium,G,VVS2,61.4,58.0,1076,4.8,4.75,2.93
25921,39401,0.41,Ideal,G,VVS2,62.2,56.0,1076,4.8,4.75,2.97
25922,39402,0.41,Ideal,G,VVS2,61.3,56.0,1076,4.77,4.76,2.92
25923,39403,0.41,Ideal,G,VVS2,62.5,55.0,1076,4.76,4.75,2.97
25924,39404,0.41,Premium,G,VVS2,61.6,58.0,1076,4.8,4.74,2.94
25925,39405,0.41,Ideal,G,VVS2,61.8,56.0,1076,4.78,4.74,2.94
25926,39406,0.41,Ideal,G,VVS2,62.9,56.0,1076,4.74,4.7,2.97
25927,39407,0.41,Premium,F,VS1,58.6,61.0,1076,4.87,4.83,2.84
25928,39408,0.41,Premium,F,VS1,60.7,56.0,1076,4.82,4.77,2.91
25929,39409,0.41,Premium,F,VS1,59.9,58.0,1076,4.84,4.81,2.89
25930,39410,0.41,Ideal,F,VS1,60.6,57.0,1076,4.84,4.79,2.92
25931,39411,0.41,Ideal,F,VS1,61.3,55.0,1076,4.83,4.79,2.95
25932,39412,0.41,Ideal,F,VS1,62.0,55.0,1076,4.81,4.77,2.97
25933,39413,0.41,Ideal,F,VS1,62.0,56.0,1076,4.81,4.77,2.97
25934,39414,0.41,Ideal,F,VS1,62.3,55.0,1076,4.79,4.77,2.98
25935,39415,0.41,Ideal,F,VS1,60.8,57.0,1076,4.8,4.77,2.91
25936,39416,0.41,Premium,F,VS1,61.2,57.0,1076,4.8,4.77,2.93
25937,39417,0.41,Ideal,F,VS1,62.1,56.0,1076,4.8,4.77,2.97
25938,39418,0.41,Ideal,F,VS1,61.3,57.0,1076,4.79,4.77,2.93
25939,39419,0.41,Ideal,F,VS1,61.9,55.0,1076,4.8,4.76,2.96
25940,39420,0.41,Premium,F,VS1,60.8,58.0,1076,4.82,4.76,2.91
25941,39421,0.41,Ideal,F,VS1,62.6,55.0,1076,4.77,4.75,2.98
25942,39422,0.41,Ideal,F,VS1,61.8,56.0,1076,4.79,4.75,2.95
25943,39423,0.41,Ideal,F,VS1,60.8,56.0,1076,4.79,4.76,2.92
25944,39424,0.41,Premium,F,VS1,61.1,58.0,1076,4.78,4.74,2.91
25945,39425,0.41,Ideal,F,VS1,62.5,57.0,1076,4.76,4.75,2.97
25946,39426,0.41,Ideal,F,VS1,61.9,57.0,1076,4.77,4.73,2.94
25947,39427,0.41,Premium,F,VS1,62.6,58.0,1076,4.75,4.74,2.97
25948,39428,0.41,Ideal,F,VS1,62.7,55.0,1076,4.77,4.74,2.98
25949,39429,0.41,Premium,F,VS1,62.7,58.0,1076,4.77,4.74,2.98
25950,39430,0.41,Ideal,F,VS1,62.1,56.0,1076,4.76,4.74,2.95
25951,39431,0.41,Premium,F,VS1,62.4,60.0,1076,4.77,4.71,2.96
25952,39432,0.41,Ideal,F,VS1,62.0,57.0,1076,4.76,4.73,2.94
25953,39433,0.41,Ideal,D,VS2,61.5,57.0,1076,4.79,4.77,2.94
25954,39434,0.41,Ideal,D,VS2,61.9,56.0,1076,4.8,4.77,2.96
25955,39435,0.41,Ideal,D,VS2,62.2,54.0,1076,4.81,4.77,2.98
25956,39436,0.41,Ideal,D,VS2,61.7,56.0,1076,4.81,4.78,2.96
25957,39437,0.41,Ideal,D,VS2,62.8,55.0,1076,4.73,4.7,2.96
25958,39438,0.41,Premium,D,VS2,62.4,60.0,1076,4.75,4.71,2.95
25959,39439,0.41,Ideal,D,VS2,62.2,57.0,1076,4.76,4.72,2.95
25960,39440,0.41,Ideal,D,VS2,61.6,55.0,1076,4.77,4.74,2.93
25961,39441,0.41,Ideal,D,VS2,62.4,54.0,1076,4.78,4.74,2.97
25962,39442,0.52,Premium,G,SI2,58.4,62.0,1076,5.33,5.28,3.1
25963,39443,0.52,Premium,G,SI2,58.4,62.0,1076,5.33,5.28,3.1
25964,39444,0.41,Ideal,E,VS1,61.4,55.0,1076,4.84,4.8,2.96
25965,39445,0.41,Ideal,E,VS1,61.5,56.0,1076,4.79,4.77,2.94
25966,39446,0.41,Premium,G,VS1,58.9,60.0,1076,4.87,4.84,2.86
25967,39447,0.53,Ideal,H,SI1,62.6,56.0,1077,5.28,5.1,3.25
25968,39454,0.57,Ideal,H,SI2,62.3,56.0,1077,5.31,5.28,3.3
25969,39455,0.33,Ideal,D,VS1,61.0,56.0,1077,4.47,4.45,2.72
25970,39456,0.39,Ideal,G,VS1,62.6,55.0,1077,4.69,4.66,2.93
25971,39457,0.39,Ideal,G,VS1,62.0,55.0,1077,4.71,4.66,2.9
25972,39460,0.4,Ideal,D,VVS2,61.4,56.0,1078,4.75,4.8,2.93
25973,39461,0.53,Ideal,F,SI2,62.4,54.0,1078,5.19,5.22,3.25
25974,39462,0.53,Ideal,F,SI2,62.2,53.0,1078,5.19,5.22,3.24
25975,39463,0.5,Premium,G,SI2,58.6,61.0,1078,5.21,5.16,3.04
25976,39468,0.41,Ideal,E,VS1,61.8,57.0,1079,4.76,4.79,2.95
25977,39469,0.41,Ideal,E,VS1,61.4,57.0,1079,4.79,4.82,2.95
25978,39470,0.41,Premium,E,VS1,60.0,58.0,1079,4.8,4.83,2.89
25979,39471,0.41,Premium,E,VS1,61.8,58.0,1079,4.73,4.75,2.93
25980,39473,0.41,Premium,E,VS1,61.2,58.0,1079,4.76,4.78,2.92
25981,39474,0.41,Ideal,E,VS1,62.1,55.0,1079,4.77,4.8,2.97
25982,39475,0.41,Premium,E,VS1,62.0,60.0,1079,4.74,4.78,2.95
25983,39476,0.41,Ideal,E,VS1,61.8,55.0,1079,4.75,4.8,2.95
25984,39477,0.41,Premium,E,VS1,60.8,59.0,1079,4.76,4.82,2.91
25985,39478,0.41,Ideal,E,VS1,61.7,55.0,1079,4.75,4.78,2.94
25986,39479,0.41,Premium,E,VS1,60.6,59.0,1079,4.77,4.8,2.9
25987,39480,0.41,Ideal,E,VS1,62.0,54.0,1079,4.76,4.79,2.96
25988,39481,0.41,Ideal,E,VS1,61.9,55.0,1079,4.76,4.8,2.96
25989,39482,0.41,Ideal,E,VS1,62.7,57.0,1079,4.72,4.76,2.97
25990,39483,0.41,Ideal,E,VS1,61.7,57.0,1079,4.76,4.8,2.95
25991,39484,0.41,Premium,E,VS1,59.9,58.0,1079,4.83,4.88,2.91
25992,39485,0.41,Ideal,E,VS1,62.1,55.0,1079,4.75,4.78,2.96
25993,39487,0.41,Ideal,E,VS1,62.7,55.0,1079,4.72,4.76,2.97
25994,39490,0.41,Premium,E,VS1,62.3,59.0,1079,4.74,4.76,2.96
25995,39491,0.41,Premium,E,VS1,60.7,58.0,1079,4.79,4.83,2.92
25996,39492,0.41,Ideal,E,VS1,60.9,57.0,1079,4.76,4.79,2.91
25997,39493,0.41,Ideal,E,VS1,62.3,57.0,1079,4.74,4.77,2.96
25998,39494,0.41,Ideal,E,VS1,62.0,55.0,1079,4.74,4.77,2.95
25999,39495,0.41,Ideal,E,VS1,62.1,56.0,1079,4.75,4.78,2.96
26000,39496,0.41,Premium,E,VS1,60.4,58.0,1079,4.78,4.82,2.9
26001,39497,0.41,Premium,E,VS1,61.9,59.0,1079,4.77,4.8,2.96
26002,39498,0.41,Premium,E,VS1,60.1,58.0,1079,4.81,4.84,2.9
26003,39499,0.5,Ideal,F,SI2,61.6,54.0,1079,5.09,5.14,3.15
26004,39500,0.33,Ideal,E,IF,60.8,57.0,1079,4.44,4.47,2.71
26005,39502,0.36,Ideal,G,VVS1,60.9,57.0,1080,4.63,4.57,2.8
26006,39504,0.51,Ideal,J,VS2,62.5,57.0,1080,5.04,5.08,3.16
26007,39505,0.5,Ideal,G,SI2,62.1,55.0,1080,5.09,5.12,3.17
26008,39506,0.5,Ideal,F,SI2,61.7,55.0,1080,5.13,5.15,3.17
26009,39509,0.32,Ideal,F,IF,62.2,55.0,1080,4.4,4.38,2.73
26010,39510,0.32,Ideal,E,VVS2,62.3,56.0,1080,4.4,4.37,2.73
26011,39511,0.32,Ideal,E,VVS2,62.0,55.0,1080,4.4,4.38,2.72
26012,39512,0.32,Ideal,E,VVS2,62.3,56.0,1080,4.4,4.37,2.73
26013,39513,0.32,Premium,E,VVS2,59.9,58.0,1080,4.5,4.45,2.68
26014,39514,0.32,Ideal,E,VVS2,61.5,57.0,1080,4.41,4.4,2.71
26015,39515,0.32,Ideal,E,VVS2,61.6,57.0,1080,4.43,4.4,2.72
26016,39516,0.32,Ideal,E,VVS2,60.8,57.0,1080,4.46,4.42,2.7
26017,39517,0.32,Premium,E,VVS2,61.5,58.0,1080,4.42,4.36,2.7
26018,39518,0.32,Premium,E,VVS2,61.1,58.0,1080,4.45,4.42,2.71
26019,39519,0.36,Premium,E,VS2,62.0,57.0,1080,4.57,4.52,2.82
26020,39520,0.51,Premium,J,VS2,61.9,61.0,1080,5.12,5.09,3.16
26021,39522,0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17
26022,39523,0.51,Premium,I,SI1,62.7,59.0,1080,5.09,5.06,3.18
26023,39524,0.4,Premium,I,VVS1,60.8,58.0,1080,4.78,4.76,2.9
26024,39525,0.4,Premium,I,VVS1,59.5,59.0,1080,4.79,4.76,2.84
26025,39526,0.4,Ideal,I,VVS1,60.5,57.0,1080,4.79,4.76,2.89
26026,39528,0.4,Premium,I,VVS1,62.7,59.0,1080,4.71,4.67,2.94
26027,39530,0.4,Premium,I,VVS1,61.5,58.0,1080,4.76,4.7,2.91
26028,39532,0.4,Premium,F,VS2,60.7,60.0,1080,4.8,4.75,2.9
26029,39533,0.4,Premium,F,VS2,61.6,58.0,1080,4.8,4.75,2.94
26030,39534,0.4,Ideal,F,VS2,60.6,55.0,1080,4.82,4.78,2.91
26031,39535,0.4,Premium,F,VS2,59.3,59.0,1080,4.83,4.79,2.85
26032,39536,0.4,Premium,F,VS2,59.7,58.0,1080,4.83,4.79,2.87
26033,39537,0.4,Ideal,F,VS2,62.7,56.0,1080,4.77,4.73,2.98
26034,39538,0.4,Premium,F,VS2,61.0,58.0,1080,4.79,4.72,2.9
26035,39539,0.4,Premium,F,VS2,62.1,58.0,1080,4.76,4.71,2.94
26036,39540,0.4,Ideal,F,VS2,62.9,57.0,1080,4.72,4.69,2.96
26037,39541,0.4,Premium,F,VS2,61.0,59.0,1080,4.76,4.71,2.89
26038,39542,0.4,Premium,F,VS2,62.6,58.0,1080,4.72,4.68,2.94
26039,39543,0.4,Ideal,F,VS2,62.0,57.0,1080,4.74,4.68,2.92
26040,39544,0.32,Ideal,H,IF,60.9,56.0,1080,4.42,4.41,2.69
26041,39545,0.32,Premium,H,IF,61.2,58.0,1080,4.39,4.37,2.68
26042,39546,0.32,Premium,G,VVS1,58.1,59.0,1080,4.53,4.49,2.62
26043,39547,0.32,Ideal,G,VVS1,61.1,53.0,1080,4.44,4.4,2.7
26044,39548,0.32,Ideal,G,VVS1,61.1,57.0,1080,4.43,4.41,2.7
26045,39549,0.32,Ideal,G,VVS1,61.4,55.0,1080,4.44,4.42,2.72
26046,39550,0.32,Ideal,G,VVS1,60.2,56.0,1080,4.49,4.45,2.69
26047,39551,0.32,Ideal,G,VVS1,62.4,55.0,1080,4.38,4.37,2.73
26048,39552,0.32,Premium,G,VVS1,60.9,61.0,1080,4.4,4.37,2.67
26049,39553,0.32,Ideal,G,VVS1,60.8,56.0,1080,4.44,4.37,2.68
26050,39554,0.32,Ideal,G,VVS1,62.2,55.0,1080,4.4,4.38,2.73
26051,39555,0.32,Premium,G,VVS1,62.6,58.0,1080,4.41,4.38,2.75
26052,39556,0.32,Ideal,G,VVS1,62.0,57.0,1080,4.42,4.38,2.73
26053,39557,0.32,Ideal,G,VVS1,61.9,56.0,1080,4.4,4.39,2.72
26054,39558,0.32,Ideal,G,VVS1,62.4,56.0,1080,4.39,4.36,2.73
26055,39559,0.32,Premium,G,VVS1,61.9,58.0,1080,4.39,4.36,2.71
26056,39561,0.36,Ideal,E,VS2,60.2,56.0,1080,4.65,4.62,2.79
26057,39562,0.36,Premium,F,VS1,61.8,58.0,1080,4.56,4.53,2.81
26058,39563,0.4,Premium,G,VS1,62.2,55.0,1080,4.83,4.69,2.96
26059,39564,0.32,Premium,F,IF,59.3,58.0,1080,4.47,4.44,2.62
26060,39567,0.44,Ideal,E,VS1,61.5,56.0,1081,4.9,4.92,3.02
26061,39569,0.44,Ideal,G,VVS2,61.8,56.0,1081,4.9,4.94,3.04
26062,39570,0.44,Ideal,D,VS2,60.4,56.0,1081,4.91,4.95,2.98
26063,39571,0.44,Premium,F,VS1,61.9,59.0,1081,4.84,4.88,3.01
26064,39572,0.44,Premium,G,VVS2,61.3,60.0,1081,4.88,4.94,3.01
26065,39573,0.55,Premium,G,SI2,60.3,58.0,1081,5.33,5.35,3.22
26066,39575,0.42,Ideal,I,VS2,61.4,56.0,1081,4.83,4.85,2.97
26067,39576,0.42,Ideal,I,VS2,62.1,56.0,1081,4.78,4.85,2.99
26068,39577,0.31,Ideal,H,IF,60.8,56.0,1081,4.42,4.4,2.68
26069,39578,0.41,Ideal,E,VVS2,62.5,57.0,1082,4.76,4.71,2.96
26070,39579,0.41,Premium,D,VS1,60.6,59.0,1082,4.84,4.8,2.92
26071,39580,0.5,Ideal,J,VS1,62.5,57.0,1082,5.06,5.09,3.17
26072,39582,0.37,Ideal,E,VVS2,62.2,56.0,1082,4.63,4.6,2.87
26073,39583,0.37,Premium,G,VVS2,59.1,60.0,1082,4.71,4.69,2.78
26074,39584,0.37,Ideal,E,VVS2,61.8,54.0,1082,4.63,4.6,2.85
26075,39585,0.37,Premium,E,VVS2,59.7,61.0,1082,4.71,4.67,2.8
26076,39586,0.37,Premium,E,VVS2,60.9,59.0,1082,4.65,4.61,2.82
26077,39587,0.42,Ideal,F,VS1,61.6,56.0,1082,4.82,4.8,2.96
26078,39590,0.46,Ideal,H,VS2,62.2,54.0,1083,4.95,4.97,3.09
26079,39591,0.41,Ideal,G,VVS1,62.1,54.0,1084,4.79,4.84,2.99
26080,39592,0.55,Ideal,H,SI1,62.2,54.0,1084,5.24,5.28,3.27
26081,39593,0.4,Ideal,G,SI1,60.1,56.0,1084,4.8,4.85,2.9
26082,39594,0.4,Ideal,G,SI1,61.3,55.0,1084,4.72,4.81,2.92
26083,39595,0.34,Premium,E,VVS1,61.7,58.0,1084,4.48,4.43,2.75
26084,39596,0.34,Ideal,E,VVS1,62.1,57.0,1084,4.5,4.46,2.78
26085,39597,0.34,Ideal,E,VVS1,62.3,56.0,1084,4.48,4.45,2.78
26086,39598,0.34,Ideal,E,VVS1,61.9,56.0,1084,4.51,4.47,2.78
26087,39599,0.34,Ideal,E,VVS1,62.0,56.0,1084,4.52,4.48,2.79
26088,39600,0.3,Ideal,I,VS1,61.0,58.0,491,4.3,4.33,2.63
26089,39601,0.3,Ideal,I,VS1,62.4,54.0,491,4.3,4.32,2.69
26090,39602,0.35,Ideal,I,SI1,62.2,54.0,491,4.52,4.55,2.82
26091,39603,0.31,Ideal,H,SI1,62.0,53.9,491,4.35,4.39,2.7
26092,39604,0.32,Ideal,F,SI1,61.9,55.0,491,4.38,4.41,2.72
26093,39605,0.32,Ideal,F,SI1,61.3,55.0,491,4.44,4.47,2.73
26094,39606,0.26,Premium,H,VS1,62.3,59.0,491,4.1,4.06,2.54
26095,39607,0.26,Premium,G,VS1,61.3,60.0,491,4.12,4.07,2.51
26096,39609,0.35,Ideal,E,SI2,61.7,56.0,491,4.53,4.55,2.8
26097,39611,0.35,Ideal,H,SI1,62.3,57.0,491,4.5,4.55,2.82
26098,39612,0.35,Ideal,I,VS2,59.8,57.0,491,4.59,4.6,2.75
26099,39613,0.35,Ideal,I,VS2,62.5,57.0,491,4.5,4.53,2.82
26100,39614,0.3,Ideal,G,VS2,60.8,57.0,491,4.33,4.38,2.65
26101,39616,0.35,Premium,E,SI2,61.0,58.0,491,4.52,4.56,2.77
26102,39620,0.35,Premium,E,SI2,61.5,59.0,491,4.52,4.56,2.79
26103,39625,0.35,Premium,I,VS2,61.2,58.0,491,4.55,4.57,2.79
26104,39626,0.3,Ideal,J,VS2,61.9,56.0,491,4.3,4.33,2.67
26105,39627,0.35,Ideal,E,SI2,61.4,56.0,491,4.51,4.55,2.78
26106,39630,0.34,Ideal,E,VVS1,62.2,56.0,1084,4.49,4.45,2.78
26107,39631,0.34,Ideal,E,VVS1,62.2,56.0,1084,4.46,4.44,2.77
26108,39632,0.34,Ideal,G,IF,61.9,57.0,1084,4.48,4.47,2.77
26109,39633,0.34,Ideal,G,IF,61.7,55.0,1084,4.5,4.48,2.77
26110,39634,0.34,Ideal,G,IF,61.6,56.0,1084,4.51,4.48,2.77
26111,39635,0.34,Ideal,G,IF,60.1,57.0,1084,4.58,4.54,2.74
26112,39636,0.34,Ideal,G,IF,61.9,54.0,1084,4.49,4.46,2.77
26113,39637,0.34,Premium,G,IF,62.3,59.0,1084,4.49,4.46,2.79
26114,39638,0.49,Premium,G,SI2,59.4,60.0,1084,5.17,5.14,3.06
26115,39639,0.49,Premium,E,SI1,61.5,58.0,1084,5.08,5.06,3.12
26116,39640,0.51,Premium,I,SI1,61.3,58.0,1084,5.16,5.11,3.15
26117,39641,0.41,Ideal,E,VVS2,62.3,58.0,1085,4.73,4.78,2.96
26118,39642,0.4,Ideal,F,VVS2,62.0,56.0,1085,4.76,4.73,2.94
26119,39643,0.3,Premium,F,IF,61.6,58.0,1085,4.34,4.3,2.66
26120,39644,0.41,Ideal,F,VS2,62.4,58.0,1085,4.77,4.75,2.97
26121,39645,0.47,Premium,G,SI1,58.8,58.0,1086,5.11,5.06,2.99
26122,39651,0.4,Ideal,G,VS1,61.4,55.0,1087,4.77,4.78,2.93
26123,39652,0.37,Ideal,E,VS1,61.4,55.0,1087,4.62,4.66,2.85
26124,39653,0.42,Premium,G,VS2,59.8,58.0,1087,4.9,4.86,2.92
26125,39654,0.42,Premium,H,VS1,61.2,60.0,1087,4.84,4.77,2.94
26126,39655,0.42,Premium,H,VS1,61.6,58.0,1087,4.82,4.79,2.96
26127,39656,0.42,Ideal,H,VS1,62.0,57.0,1087,4.82,4.8,2.98
26128,39657,0.42,Premium,H,VS1,61.7,59.0,1087,4.83,4.76,2.96
26129,39658,0.42,Ideal,H,VS1,62.4,57.0,1087,4.79,4.76,2.98
26130,39659,0.42,Premium,G,VS2,59.5,59.0,1087,4.89,4.83,2.89
26131,39660,0.42,Ideal,G,VS2,61.8,56.0,1087,4.84,4.81,2.98
26132,39661,0.42,Ideal,G,VS2,61.6,56.0,1087,4.83,4.82,2.97
26133,39662,0.42,Ideal,G,VS2,60.8,57.0,1087,4.85,4.82,2.94
26134,39663,0.42,Premium,G,VS2,60.6,58.0,1087,4.88,4.83,2.94
26135,39664,0.42,Premium,G,VS2,60.1,61.0,1087,4.84,4.81,2.9
26136,39665,0.42,Premium,G,VS2,60.1,61.0,1087,4.86,4.79,2.9
26137,39666,0.42,Ideal,G,VS2,62.2,54.0,1087,4.82,4.8,2.99
26138,39667,0.42,Ideal,G,VS2,62.2,56.0,1087,4.82,4.8,2.99
26139,39668,0.42,Ideal,G,VS2,61.7,57.0,1087,4.83,4.8,2.97
26140,39669,0.42,Ideal,G,VS2,61.2,56.0,1087,4.84,4.8,2.95
26141,39670,0.42,Premium,G,VS2,61.9,58.0,1087,4.82,4.77,2.97
26142,39671,0.42,Ideal,G,VS2,62.4,54.0,1087,4.83,4.78,3.0
26143,39672,0.42,Premium,G,VS2,60.6,59.0,1087,4.85,4.78,2.92
26144,39673,0.42,Ideal,G,VS2,62.1,56.0,1087,4.84,4.79,2.99
26145,39674,0.42,Premium,G,VS2,62.0,58.0,1087,4.81,4.77,2.97
26146,39675,0.42,Premium,G,VS2,62.6,57.0,1087,4.8,4.76,2.99
26147,39676,0.41,Ideal,E,VS2,62.2,56.0,1087,4.8,4.75,2.97
26148,39677,0.47,Premium,E,SI1,59.3,56.0,1087,5.07,5.05,3.02
26149,39679,0.42,Ideal,H,VS1,61.4,56.0,1087,4.85,4.82,2.97
26150,39680,0.47,Premium,E,SI1,60.2,61.0,1087,5.05,4.96,3.02
26151,39681,0.46,Premium,G,VS1,62.8,57.0,1087,4.92,4.83,3.06
26152,39682,0.39,Ideal,D,VVS2,60.0,56.0,1088,4.79,4.77,2.87
26153,39684,0.4,Ideal,F,VVS2,61.7,56.0,1088,4.72,4.74,2.92
26154,39685,0.4,Premium,F,VVS2,60.7,58.0,1088,4.7,4.75,2.87
26155,39687,0.4,Premium,F,VVS2,62.2,59.0,1088,4.65,4.7,2.91
26156,39688,0.4,Ideal,F,VVS2,61.7,55.0,1088,4.74,4.76,2.93
26157,39689,0.4,Premium,F,VVS2,60.8,59.0,1088,4.72,4.76,2.88
26158,39690,0.4,Ideal,F,VVS2,62.4,57.0,1088,4.69,4.73,2.94
26159,39691,0.4,Premium,F,VVS2,60.8,59.0,1088,4.71,4.73,2.87
26160,39692,0.4,Ideal,F,VVS2,62.4,56.0,1088,4.72,4.74,2.95
26161,39694,0.52,Premium,E,SI2,61.1,57.0,1088,5.23,5.12,3.16
26162,39698,0.4,Ideal,H,VVS1,62.3,54.0,1088,4.77,4.74,2.96
26163,39699,0.4,Ideal,H,VVS1,61.4,57.0,1088,4.81,4.74,2.93
26164,39700,0.4,Premium,H,VVS1,61.8,58.0,1088,4.72,4.69,2.91
26165,39701,0.4,Ideal,H,VVS1,62.2,55.0,1088,4.75,4.7,2.94
26166,39702,0.4,Ideal,H,VVS1,62.0,54.0,1088,4.76,4.72,2.94
26167,39707,0.39,Ideal,F,VVS1,60.9,55.0,1089,4.75,4.8,2.91
26168,39708,0.58,Ideal,J,SI1,61.5,55.0,1089,5.36,5.4,3.31
26169,39709,0.44,Premium,D,SI1,62.9,58.0,1089,4.85,4.82,3.04
26170,39710,0.44,Premium,D,SI1,61.9,59.0,1089,4.9,4.86,3.02
26171,39712,0.44,Ideal,H,VS1,61.3,57.0,1089,4.98,4.91,3.03
26172,39720,0.54,Premium,G,SI2,61.4,59.0,1090,5.21,5.24,3.21
26173,39721,0.52,Ideal,G,SI2,61.6,55.0,1090,5.16,5.19,3.19
26174,39725,0.4,Ideal,E,VVS2,62.3,54.0,1090,4.74,4.76,2.96
26175,39726,0.4,Ideal,E,VS2,62.2,55.0,1090,4.71,4.77,2.95
26176,39728,0.51,Ideal,G,SI2,61.3,58.0,1091,5.15,5.19,3.17
26177,39729,0.35,Ideal,E,VS1,61.9,56.0,1091,4.55,4.53,2.81
26178,39730,0.45,Premium,E,SI1,62.8,58.0,1091,4.88,4.84,3.05
26179,39731,0.5,Premium,H,SI1,58.7,59.0,1091,5.15,5.11,3.01
26180,39734,0.4,Ideal,E,VS2,61.6,57.0,1092,4.73,4.75,2.92
26181,39735,0.38,Ideal,D,VS1,62.4,54.1,1092,4.62,4.67,2.9
26182,39736,0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9
26183,39737,0.37,Ideal,F,IF,62.0,57.0,1092,4.59,4.62,2.85
26184,39739,0.35,Ideal,G,VVS2,61.2,55.0,1092,4.62,4.59,2.82
26185,39740,0.52,Premium,G,SI1,58.6,62.0,1092,5.28,5.24,3.08
26186,39741,0.39,Premium,F,VS1,60.6,55.0,1092,4.77,4.73,2.88
26187,39742,0.43,Ideal,F,VVS2,61.4,56.0,1093,4.87,4.9,3.0
26188,39744,0.53,Premium,J,VS2,62.7,56.0,1093,5.18,5.15,3.24
26189,39745,0.53,Ideal,G,SI2,62.4,56.0,1093,5.18,5.14,3.22
26190,39746,0.43,Ideal,G,VS2,62.4,56.0,1093,4.87,4.84,3.02
26191,39748,0.5,Ideal,F,SI2,60.9,57.0,1094,5.15,5.1,3.12
26192,39749,0.5,Premium,H,SI1,62.3,59.0,1094,5.02,4.99,3.12
26193,39750,0.3,Ideal,D,VVS1,62.1,56.0,1094,4.32,4.31,2.68
26194,39751,0.43,Ideal,H,VVS1,62.3,54.0,1094,4.84,4.85,3.02
26195,39753,0.42,Ideal,H,VVS1,61.9,54.2,1094,4.8,4.82,2.98
26196,39754,0.56,Ideal,J,VS2,61.7,54.0,1094,5.31,5.36,3.29
26197,39755,0.43,Ideal,E,VS1,63.0,55.0,1094,4.85,4.87,3.06
26198,39756,0.36,Ideal,D,VS1,60.8,57.0,1094,4.59,4.62,2.8
26199,39757,0.36,Ideal,D,VS1,61.7,55.0,1094,4.58,4.62,2.84
26200,39758,0.51,Ideal,G,SI2,61.3,55.0,1094,5.17,5.19,3.17
26201,39759,0.56,Ideal,I,SI1,62.1,54.0,1094,5.3,5.32,3.3
26202,39760,0.53,Ideal,I,SI1,61.5,56.0,1094,5.21,5.23,3.21
26203,39761,0.52,Ideal,I,SI1,61.8,54.0,1094,5.16,5.19,3.2
26204,39762,0.36,Premium,D,VS2,60.5,58.0,1094,4.63,4.6,2.79
26205,39763,0.36,Ideal,E,VS1,62.0,56.0,1094,4.59,4.57,2.84
26206,39764,0.36,Premium,E,VS1,61.3,58.0,1094,4.58,4.56,2.8
26207,39765,0.36,Ideal,E,VS1,61.8,56.0,1094,4.6,4.56,2.83
26208,39766,0.36,Ideal,E,VS1,62.4,55.0,1094,4.61,4.59,2.87
26209,39767,0.36,Ideal,E,VS1,61.6,57.0,1094,4.58,4.54,2.81
26210,39768,0.36,Ideal,E,VS1,61.7,56.0,1094,4.58,4.56,2.82
26211,39769,0.36,Premium,E,VS1,60.4,58.0,1094,4.67,4.64,2.81
26212,39770,0.36,Ideal,D,VS2,61.8,56.0,1094,4.6,4.56,2.83
26213,39771,0.36,Ideal,D,VS2,61.0,56.0,1094,4.63,4.59,2.81
26214,39773,0.5,Premium,F,SI2,62.2,54.0,1094,5.14,5.08,3.18
26215,39774,0.36,Premium,D,VS2,61.0,58.0,1094,4.62,4.59,2.81
26216,39775,0.36,Premium,D,VS2,59.1,58.0,1094,4.68,4.63,2.75
26217,39776,0.36,Premium,D,VS2,61.8,58.0,1094,4.58,4.55,2.82
26218,39777,0.36,Ideal,D,VS2,61.5,57.0,1094,4.58,4.56,2.81
26219,39778,0.36,Ideal,D,VS2,60.6,57.0,1094,4.61,4.57,2.78
26220,39779,0.36,Premium,D,VS2,61.0,59.0,1094,4.61,4.57,2.8
26221,39780,0.36,Ideal,D,VS2,61.7,55.0,1094,4.6,4.58,2.83
26222,39781,0.36,Ideal,D,VS2,61.6,56.0,1094,4.57,4.55,2.81
26223,39782,0.33,Premium,G,IF,59.4,59.0,1094,4.54,4.49,2.68
26224,39783,0.36,Ideal,D,VS2,61.1,57.0,1094,4.62,4.58,2.81
26225,39784,0.3,Ideal,G,VVS1,62.1,56.0,1094,4.35,4.28,2.68
26226,39786,0.39,Premium,G,VVS1,59.9,59.0,1095,4.73,4.75,2.84
26227,39787,0.39,Ideal,D,VS1,61.9,57.0,1095,4.69,4.71,2.91
26228,39788,0.32,Ideal,E,IF,62.6,55.0,1095,4.38,4.41,2.75
26229,39789,0.39,Ideal,D,VS1,60.3,56.0,1095,4.71,4.77,2.86
