MS_Zoning;Lot_Frontage;Lot_Area;Street;Lot_Shape;Utilities;Lot_Config;Neighborhood;House_Style;Overall_Qual;Overall_Cond;Year_Built;Year_Remod_Add;Exterior_1st;Exterior_2nd;Heating;Heating_QC;Central_Air;Electrical;First_Flr_SF;Second_Flr_SF;Low_Qual_Fin_SF;Gr_Liv_Area;Bsmt_Full_Bath;Bsmt_Half_Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen_AbvGr;Kitchen_Qual;TotRms_AbvGrd;Fireplaces;Fireplace_Qu;Garage_Type;Garage_Cars;Garage_Area;Garage_Qual;Garage_Cond;Paved_Drive;Mo_Sold;Year_Sold;Sale_Price
Residential_Low_Density;0;17597;Pave;Regular;AllPub;Inside;Crawford;One_Story;Good;Excellent;1971;2009;BrkFace;BrkFace;GasA;Typical;Y;SBrkr;2365;0;0;2365;1;0;2;0;3;1;Excellent;7;2;Good;Attchd;2;551;Typical;Typical;Paved;7;2009;315000
Residential_Low_Density;0;11332;Pave;Slightly_Irregular;AllPub;Corner;North_Ames;One_Story;Average;Good;1960;2000;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1118;0;0;1118;1;0;1;0;3;1;Good;6;0;No_Fireplace;Attchd;1;264;Typical;Typical;Paved;8;2008;153000
Residential_Low_Density;0;12800;Pave;Regular;AllPub;Inside;Sawyer_West;SLvl;Good;Average;1989;1989;Wd Sdng;Wd Sdng;GasA;Good;Y;SBrkr;1644;0;0;1644;1;1;2;0;2;1;Good;5;1;Typical;Attchd;2;569;Typical;Typical;Paved;8;2009;275000
Residential_Low_Density;102;13514;Pave;Slightly_Irregular;AllPub;Corner;Northridge_Heights;One_Story;Excellent;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1808;0;0;1808;1;0;2;0;3;1;Excellent;7;1;Good;Attchd;3;850;Typical;Typical;Paved;3;2009;324000
Residential_Medium_Density;90;8100;Pave;Regular;AllPub;Corner;Old_Town;Two_and_Half_Unf;Average;Average;1898;1965;AsbShng;AsbShng;GasA;Typical;N;FuseA;1075;1063;0;2138;0;0;2;0;2;3;Typical;11;0;No_Fireplace;Detchd;2;360;Fair;Poor;Dirt_Gravel;11;2009;106000
Residential_Low_Density;88;12803;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;One_Story;Good;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1494;0;0;1494;1;0;2;0;3;1;Good;6;1;Typical;Attchd;2;530;Typical;Typical;Paved;9;2008;221000
Residential_Low_Density;0;21453;Pave;Slightly_Irregular;AllPub;CulDSac;Clear_Creek;SLvl;Above_Average;Average;1969;1969;Plywood;Plywood;GasA;Excellent;Y;SBrkr;988;0;0;988;1;0;1;0;1;1;Typical;4;2;Typical;Attchd;2;540;Typical;Typical;Paved;10;2006;180000
Residential_Low_Density;49;20896;Pave;Moderately_Irregular;AllPub;CulDSac;Somerset;One_Story;Very_Good;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2097;0;0;2097;1;0;1;1;1;1;Excellent;8;1;Excellent;Attchd;3;1134;Typical;Typical;Paved;1;2006;423000
Residential_Medium_Density;75;13710;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Average;Average;1950;1950;Wd Sdng;Wd Sdng;GasA;Typical;Y;FuseA;910;648;0;1558;0;0;1;1;4;1;Typical;6;0;No_Fireplace;Attchd;1;282;Typical;Typical;Paved;6;2007;152000
Residential_Low_Density;0;14364;Pave;Slightly_Irregular;AllPub;Inside;Sawyer_West;Two_Story;Good;Average;1988;1989;Plywood;Plywood;GasA;Excellent;Y;SBrkr;1180;882;0;2062;1;0;2;1;3;1;Typical;7;1;Good;Attchd;2;454;Typical;Typical;Paved;4;2007;277000
Residential_Low_Density;24;2304;Pave;Regular;AllPub;Inside;Northpark_Villa;One_Story;Good;Good;1978;1978;Plywood;Brk Cmn;GasA;Typical;Y;SBrkr;1055;0;0;1055;0;0;2;0;2;1;Typical;4;0;No_Fireplace;Attchd;1;319;Typical;Typical;Paved;4;2007;142500
Residential_Low_Density;68;9520;Pave;Regular;AllPub;Inside;Edwards;One_Story;Below_Average;Average;1953;1953;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;930;0;0;930;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;1;286;Typical;Typical;Paved;5;2008;99000
Residential_Low_Density;60;8544;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Fair;Below_Average;1950;1950;BrkFace;BrkFace;Wall;Fair;N;FuseA;1040;0;0;1040;0;0;2;0;2;2;Typical;6;0;No_Fireplace;Detchd;2;400;Typical;Typical;Paved;6;2009;92900
Residential_Low_Density;85;14601;Pave;Regular;AllPub;Inside;Timberland;One_Story;Excellent;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1838;0;0;1838;1;0;2;0;2;1;Excellent;8;1;Good;Attchd;3;765;Typical;Typical;Paved;3;2009;315000
Residential_Low_Density;60;19800;Pave;Regular;AllPub;Inside;Edwards;Two_and_Half_Unf;Above_Average;Very_Good;1935;1990;BrkFace;Wd Sdng;GasA;Good;Y;SBrkr;1836;1836;0;3672;0;0;3;1;5;1;Good;7;2;Good;Detchd;2;836;Typical;Typical;Paved;12;2006;415000
Residential_Low_Density;55;8250;Pave;Regular;AllPub;Inside;Sawyer;One_Story;Average;Average;1968;1968;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1211;0;0;1211;0;0;1;0;3;1;Typical;5;1;Typical;Attchd;1;322;Typical;Typical;Paved;8;2008;134000
Residential_Medium_Density;0;4426;Pave;Regular;AllPub;Inside;College_Creek;One_Story;Above_Average;Average;2004;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;848;0;0;848;1;0;1;0;1;1;Good;3;1;Typical;Attchd;2;420;Typical;Typical;Paved;5;2008;149300
Residential_Low_Density;100;17500;Pave;Regular;AllPub;Corner;Crawford;One_Story;Above_Average;Average;1954;1954;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1906;0;0;1906;1;0;1;1;3;1;Typical;6;2;Good;Basment;2;576;Typical;Typical;Paved;1;2009;224000
Residential_Low_Density;96;12444;Pave;Regular;AllPub;FR2;Northridge_Heights;One_Story;Very_Good;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1932;0;0;1932;1;0;2;0;2;1;Excellent;7;1;Good;Attchd;3;774;Typical;Typical;Paved;11;2008;394617
Residential_Low_Density;75;10170;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Above_Average;Above_Average;1951;1951;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;1575;0;0;1575;0;0;1;1;2;1;Good;5;1;Good;Attchd;2;400;Typical;Typical;Paved;6;2006;155000
Residential_Low_Density;85;11050;Pave;Slightly_Irregular;AllPub;Corner;Northwest_Ames;One_Story;Good;Average;1975;1975;Plywood;Plywood;GasA;Fair;Y;SBrkr;1193;0;0;1193;0;0;2;0;3;1;Typical;5;1;Typical;Attchd;2;506;Typical;Typical;Paved;8;2009;158000
Residential_Low_Density;64;7018;Pave;Regular;AllPub;Inside;Sawyer_West;One_Story;Average;Average;1979;1979;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1535;0;0;1535;0;0;2;0;4;2;Typical;8;0;No_Fireplace;Attchd;2;400;Typical;Typical;Paved;6;2009;118858
Residential_Low_Density;78;11679;Pave;Slightly_Irregular;AllPub;Inside;Edwards;SLvl;Average;Average;1962;1962;Plywood;Plywood;GasA;Excellent;Y;SBrkr;1560;0;0;1560;0;1;2;0;3;1;Typical;6;1;Fair;Attchd;2;528;Typical;Typical;Paved;5;2006;182000
Residential_Low_Density;42;13751;Pave;Slightly_Irregular;AllPub;CulDSac;Gilbert;Two_Story;Good;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1700;512;0;2212;1;0;2;1;3;1;Good;9;1;Good;Attchd;3;773;Typical;Typical;Paved;5;2006;309000
Residential_Low_Density;110;14230;Pave;Regular;AllPub;Corner;Northridge_Heights;One_Story;Very_Good;Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1600;0;0;1600;0;0;2;0;3;1;Good;7;1;Good;Attchd;3;890;Typical;Typical;Paved;7;2009;256300
Residential_Low_Density;93;10261;Pave;Slightly_Irregular;AllPub;Inside;Gilbert;Two_Story;Above_Average;Average;2000;2000;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;962;830;0;1792;1;0;2;1;3;1;Typical;8;1;Typical;Attchd;2;451;Typical;Typical;Paved;5;2008;186500
Residential_Low_Density;51;3500;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Fair;Average;1945;1950;MetalSd;MetalSd;GasA;Typical;N;FuseA;442;228;0;670;1;0;1;0;2;1;Fair;4;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;7;2007;64000
Residential_Low_Density;60;16012;Pave;Slightly_Irregular;AllPub;Inside;Edwards;One_Story;Below_Average;Below_Average;1954;1968;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1482;0;0;1482;0;1;2;0;3;1;Typical;6;1;Good;More_Than_Two_Types;2;609;Typical;Typical;Paved;10;2006;125000
Residential_Medium_Density;62;7006;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Above_Average;Above_Average;1925;1950;Stucco;Stucco;GasA;Typical;Y;SBrkr;788;448;0;1236;1;0;2;0;3;1;Typical;6;1;Good;Detchd;1;384;Typical;Typical;Paved;8;2008;127000
Residential_Medium_Density;60;7200;Pave;Regular;AllPub;Corner;Old_Town;One_Story;Average;Good;1940;1992;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;804;0;0;804;1;0;1;0;2;1;Good;4;2;Good;Attchd;1;240;Typical;Typical;Paved;2;2010;119000
Residential_Low_Density;0;10750;Pave;Slightly_Irregular;AllPub;CulDSac;Northridge;One_Story;Very_Good;Average;1994;1995;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;2063;0;0;2063;1;0;2;0;3;1;Good;7;2;Good;Attchd;3;815;Typical;Typical;Paved;6;2009;315000
Floating_Village_Residential;24;2160;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Good;Average;1999;2000;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;624;628;0;1252;1;0;2;1;2;1;Good;4;0;No_Fireplace;Detchd;2;462;Typical;Typical;Paved;3;2008;160000
Residential_Low_Density;0;11838;Pave;Regular;AllPub;Inside;College_Creek;One_Story;Very_Good;Average;2001;2001;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1788;0;0;1788;0;0;2;0;3;1;Excellent;7;1;Typical;Attchd;2;522;Typical;Typical;Paved;6;2009;236500
Floating_Village_Residential;65;8125;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Above_Average;Average;2005;2005;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;858;858;0;1716;0;0;2;1;3;1;Good;7;0;No_Fireplace;Attchd;2;615;Typical;Typical;Paved;2;2006;200825
Residential_Low_Density;48;6240;Pave;Regular;AllPub;Inside;Northridge_Heights;One_Story;Very_Good;Average;2006;2007;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1342;0;0;1342;0;0;2;0;2;1;Good;6;1;Good;Attchd;2;550;Typical;Typical;Paved;2;2008;219500
Residential_Low_Density;81;7635;Pave;Slightly_Irregular;AllPub;Corner;North_Ames;One_Story;Average;Above_Average;1960;1960;BrkFace;Wd Sdng;GasA;Excellent;Y;SBrkr;1175;0;0;1175;0;0;1;1;3;1;Typical;6;0;No_Fireplace;Detchd;2;484;Typical;Typical;Paved;6;2010;148000
Floating_Village_Residential;0;7050;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Good;Average;2001;2001;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1057;872;0;1929;1;0;2;1;3;1;Good;7;1;Typical;Attchd;2;650;Typical;Typical;Paved;5;2007;226000
Residential_Medium_Density;44;4224;Pave;Regular;AllPub;Inside;Meadow_Village;One_Story;Average;Good;1976;1976;CemntBd;CmentBd;GasA;Typical;Y;SBrkr;1060;0;0;1060;1;0;1;0;3;1;Typical;6;1;Typical;Attchd;2;572;Typical;Typical;Paved;6;2007;129900
Floating_Village_Residential;84;10440;Pave;Regular;AllPub;Corner;Somerset;One_Story;Above_Average;Average;2005;2005;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1468;0;0;1468;1;0;2;0;2;1;Good;6;1;Good;Attchd;2;528;Typical;Typical;Paved;5;2010;271500
Residential_Medium_Density;56;4485;Pave;Regular;AllPub;Inside;Old_Town;One_Story;Average;Good;1920;1950;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;936;0;0;936;1;0;1;0;2;1;Typical;5;1;Good;No_Garage;0;0;No_Garage;No_Garage;Partial_Pavement;5;2010;109500
Residential_Low_Density;34;3901;Pave;Regular;AllPub;Inside;Northridge_Heights;One_Story;Above_Average;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1302;0;0;1302;1;0;1;1;1;1;Good;5;1;Good;Attchd;2;631;Typical;Typical;Paved;8;2007;204000
Residential_Low_Density;85;10628;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Good;Average;1970;1970;Plywood;Plywood;GasA;Typical;Y;SBrkr;1277;0;0;1277;1;0;1;0;2;1;Typical;5;1;Poor;Attchd;2;526;Typical;Typical;Paved;4;2007;167000
Residential_Low_Density;85;11050;Pave;Regular;AllPub;Inside;Mitchell;Two_Story;Very_Good;Average;1998;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1036;880;0;1916;1;0;2;1;3;1;Good;8;1;Typical;Attchd;3;741;Typical;Typical;Paved;5;2010;254900
Residential_Low_Density;0;10784;Pave;Slightly_Irregular;AllPub;FR2;Gilbert;SLvl;Good;Average;1991;1992;HdBoard;HdBoard;GasA;Good;Y;SBrkr;802;670;0;1472;0;0;2;1;3;1;Good;7;1;Typical;Attchd;2;402;Typical;Typical;Paved;5;2007;160000
Residential_Low_Density;60;7200;Pave;Regular;AllPub;Inside;College_Creek;One_Story;Average;Very_Good;1972;1972;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;864;0;0;864;0;0;1;0;3;1;Typical;5;0;No_Fireplace;Detchd;1;297;Typical;Typical;Paved;3;2006;119900
Residential_Low_Density;0;12160;Pave;Slightly_Irregular;AllPub;Inside;North_Ames;One_Story;Average;Average;1959;1959;Plywood;Plywood;GasA;Fair;Y;SBrkr;1188;0;0;1188;1;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;2;531;Typical;Typical;Paved;5;2010;142000
Residential_Medium_Density;41;5748;Pave;Slightly_Irregular;AllPub;Inside;Crawford;One_Story;Very_Good;Average;2005;2006;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1778;0;0;1778;2;0;2;0;2;1;Excellent;5;1;Good;Attchd;2;495;Typical;Typical;Paved;2;2006;375000
Residential_Low_Density;0;7162;Pave;Slightly_Irregular;AllPub;Inside;Sawyer;One_Story;Average;Good;1966;1966;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;904;0;0;904;0;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;1;408;Typical;Typical;Paved;12;2008;109900
Residential_Low_Density;80;12000;Pave;Regular;AllPub;Inside;Clear_Creek;One_Story;Above_Average;Average;1968;1968;Plywood;Plywood;GasA;Good;Y;SBrkr;1388;0;0;1388;1;0;2;0;3;1;Typical;6;1;Poor;Attchd;2;522;Typical;Typical;Paved;7;2006;158900
Residential_Low_Density;105;13693;Pave;Regular;AllPub;Inside;Northridge_Heights;One_Story;Very_Excellent;Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2674;0;0;2674;2;0;2;1;2;1;Excellent;8;2;Good;Attchd;3;762;Typical;Typical;Paved;3;2009;610000
Residential_Low_Density;85;14082;Pave;Slightly_Irregular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2234;0;0;2234;1;0;1;1;1;1;Good;7;1;Good;Attchd;2;724;Typical;Typical;Paved;1;2007;441929
Residential_Low_Density;0;7703;Pave;Slightly_Irregular;AllPub;CulDSac;Sawyer;SFoyer;Above_Average;Very_Good;1978;1978;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1034;0;0;1034;0;1;1;0;3;1;Typical;6;1;Poor;Basment;2;504;Typical;Typical;Paved;5;2008;153000
Residential_Low_Density;94;9259;Pave;Regular;AllPub;Corner;Sawyer;One_Story;Below_Average;Below_Average;1927;1950;Wd Sdng;Wd Sdng;GasA;Typical;N;SBrkr;756;0;0;756;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;2;440;Typical;Typical;Dirt_Gravel;6;2010;85000
Residential_Low_Density;174;15138;Pave;Slightly_Irregular;AllPub;Inside;Northridge;Two_Story;Very_Good;Average;1995;1996;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1490;1304;0;2794;1;0;2;1;4;1;Excellent;9;1;Typical;Attchd;3;810;Typical;Typical;Paved;7;2009;403000
Residential_Low_Density;74;8899;Pave;Regular;AllPub;Inside;Northridge_Heights;Two_Story;Very_Good;Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;948;1140;0;2088;0;0;2;1;4;1;Good;10;1;Good;BuiltIn;3;656;Typical;Typical;Paved;6;2008;250000
Residential_Low_Density;77;10872;Pave;Slightly_Irregular;AllPub;Inside;Northridge_Heights;One_Story;Excellent;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1531;0;0;1531;1;0;2;0;2;1;Excellent;6;1;Good;Attchd;3;700;Typical;Typical;Paved;2;2009;300000
Residential_Medium_Density;51;6120;Pave;Regular;AllPub;Corner;Brookside;One_and_Half_Unf;Good;Very_Good;1929;2001;Wd Sdng;Wd Sdng;GasA;Excellent;Y;FuseA;854;0;0;854;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;2;576;Typical;Typical;Paved;7;2007;132000
Residential_Low_Density;77;9965;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Good;Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1282;1414;0;2696;1;0;2;1;4;1;Excellent;10;1;Good;BuiltIn;3;792;Typical;Typical;Paved;10;2007;383970
Residential_Low_Density;70;7000;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Good;1960;2002;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1134;0;0;1134;0;0;1;0;2;1;Typical;6;0;No_Fireplace;Attchd;1;254;Typical;Typical;Paved;4;2007;135000
Residential_Low_Density;65;6285;Pave;Regular;AllPub;Inside;Edwards;SLvl;Above_Average;Above_Average;1976;1976;HdBoard;Plywood;GasA;Typical;Y;SBrkr;1044;0;0;1044;1;0;1;0;3;1;Typical;7;1;Fair;Detchd;2;528;Typical;Fair;Paved;4;2007;133500
Residential_Low_Density;40;3880;Pave;Slightly_Irregular;AllPub;Inside;Greens;One_Story;Very_Good;Above_Average;1978;1978;Wd Sdng;Plywood;GasA;Typical;Y;SBrkr;1226;0;0;1226;1;0;1;0;1;1;Good;4;1;Typical;Attchd;2;484;Typical;Typical;Paved;1;2010;206000
A_agr;80;14584;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_Story;Very_Poor;Average;1952;1952;AsbShng;VinylSd;Wall;Poor;N;FuseA;733;0;0;733;0;0;1;0;2;1;Fair;4;0;No_Fireplace;Attchd;2;487;Fair;Poor;Dirt_Gravel;2;2008;13100
Residential_Medium_Density;46;3672;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_Story;Average;Good;1922;1950;Stucco;Stucco;GasA;Excellent;Y;SBrkr;816;0;0;816;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;1;100;Fair;Fair;Dirt_Gravel;9;2007;75200
Residential_Low_Density;78;15600;Pave;Regular;AllPub;Inside;Crawford;Two_Story;Average;Above_Average;1950;1991;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1102;1075;0;2177;0;0;2;1;5;2;Typical;11;0;No_Fireplace;Detchd;2;484;Typical;Typical;Paved;3;2010;215000
Residential_Medium_Density;50;8635;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Average;Average;1948;2001;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;1072;213;0;1285;1;0;1;0;2;1;Typical;6;0;No_Fireplace;Detchd;1;240;Typical;Typical;Paved;1;2008;127000
Residential_Medium_Density;60;5790;Pave;Regular;AllPub;Corner;Old_Town;Two_Story;Fair;Above_Average;1915;1950;VinylSd;VinylSd;GasA;Good;N;SBrkr;840;765;0;1605;0;0;2;0;3;2;Typical;8;0;No_Fireplace;Detchd;1;379;Typical;Typical;Paved;5;2010;107400
Residential_Low_Density;82;8410;Pave;Slightly_Irregular;AllPub;Corner;Mitchell;SFoyer;Above_Average;Above_Average;1974;1974;Plywood;Plywood;GasA;Typical;Y;SBrkr;1026;0;0;1026;1;0;1;0;2;1;Typical;5;1;Poor;Attchd;2;528;Typical;Typical;Paved;4;2007;143000
Residential_Low_Density;60;8064;Pave;Regular;AllPub;Corner;North_Ames;One_and_Half_Fin;Average;Good;1949;2006;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;672;252;0;924;0;0;1;0;3;1;Typical;6;1;Poor;Detchd;2;576;Typical;Typical;Paved;7;2007;122900
Residential_Low_Density;24;2104;Pave;Regular;AllPub;Inside;Northpark_Villa;One_Story;Good;Above_Average;1976;1976;Plywood;Brk Cmn;GasA;Typical;Y;SBrkr;836;0;0;836;0;1;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;1;345;Typical;Typical;Paved;10;2009;128500
Residential_Low_Density;94;9400;Pave;Regular;AllPub;Corner;Mitchell;Two_Story;Above_Average;Average;1971;1971;MetalSd;Wd Shng;GasA;Typical;Y;SBrkr;912;912;0;1824;0;0;2;2;4;2;Typical;8;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Paved;4;2010;139000
Residential_Low_Density;74;10206;Pave;Regular;AllPub;Corner;Edwards;One_Story;Fair;Fair;1952;1952;BrkComm;Brk Cmn;GasW;Fair;N;FuseF;944;0;0;944;0;0;1;0;2;1;Fair;4;0;No_Fireplace;Detchd;2;528;Typical;Fair;Paved;7;2009;82000
Residential_Low_Density;92;6930;Pave;Slightly_Irregular;AllPub;Inside;Clear_Creek;SLvl;Average;Below_Average;1958;1958;Wd Sdng;ImStucc;GasA;Excellent;Y;FuseF;1352;0;0;1352;0;1;1;0;3;1;Good;6;0;No_Fireplace;BuiltIn;1;288;Typical;Typical;Paved;7;2006;130000
C_all;72;9392;Pave;Regular;AllPub;Corner;Iowa_DOT_and_Rail_Road;One_Story;Fair;Fair;1900;1950;AsbShng;AsbShng;GasA;Typical;N;SBrkr;797;0;0;797;0;0;1;0;2;1;Typical;5;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;9;2009;44000
Residential_Low_Density;43;3182;Pave;Regular;AllPub;Inside;Bloomington_Heights;One_Story;Good;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1555;0;0;1555;0;0;2;0;2;1;Good;7;1;Typical;Attchd;2;430;Typical;Typical;Paved;5;2009;192500
Residential_Medium_Density;60;10320;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Above_Average;Good;1906;1995;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;756;713;0;1469;0;0;1;0;3;1;Typical;7;0;No_Fireplace;Detchd;1;216;Typical;Typical;Paved;6;2008;135000
Residential_Low_Density;0;11875;Pave;Regular;AllPub;Inside;Mitchell;One_Story;Average;Average;1999;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1344;0;0;1344;0;0;2;0;3;1;Typical;7;1;Good;Attchd;2;686;Typical;Typical;Paved;6;2010;166500
Residential_Low_Density;66;19255;Pave;Slightly_Irregular;AllPub;Inside;Sawyer_West;SLvl;Above_Average;Average;1983;1983;Wd Sdng;Wd Sdng;GasA;Good;Y;SBrkr;1338;0;0;1338;0;0;1;1;2;1;Good;5;1;Poor;Attchd;2;576;Typical;Typical;Paved;9;2009;156500
Residential_Low_Density;0;12772;Pave;Slightly_Irregular;AllPub;CulDSac;North_Ames;One_Story;Above_Average;Very_Good;1960;1998;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;958;0;0;958;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;1;301;Typical;Typical;Paved;4;2007;151500
Residential_Low_Density;0;32463;Pave;Regular;AllPub;Inside;Mitchell;One_Story;Below_Average;Below_Average;1961;1975;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1622;0;0;1622;1;0;1;0;3;1;Typical;7;1;Typical;More_Than_Two_Types;4;1356;Typical;Typical;Paved;3;2007;168000
Residential_Low_Density;60;9738;Pave;Regular;AllPub;Inside;Edwards;One_and_Half_Fin;Average;Good;1924;1950;AsbShng;AsbShng;GasA;Good;Y;SBrkr;949;272;0;1221;1;0;1;0;4;1;Typical;7;0;No_Fireplace;Attchd;1;392;Typical;Typical;Paved;3;2006;104900
Residential_Low_Density;75;10050;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Average;1955;1955;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;1216;0;0;1216;1;0;1;0;3;1;Typical;5;0;No_Fireplace;Attchd;1;336;Typical;Typical;Paved;8;2007;129500
Residential_Low_Density;45;8248;Pave;Regular;AllPub;Inside;Edwards;One_and_Half_Fin;Average;Good;1918;1950;Stucco;Stucco;GasW;Good;Y;SBrkr;686;564;0;1250;0;1;1;1;3;1;Fair;7;0;No_Fireplace;Detchd;1;280;Typical;Typical;Partial_Pavement;7;2006;116000
Residential_Medium_Density;57;9639;Pave;Regular;AllPub;Inside;Old_Town;Two_Story;Below_Average;Very_Good;1900;1950;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1156;642;0;1798;0;0;2;1;4;1;Typical;7;0;No_Fireplace;Detchd;2;342;Typical;Typical;Dirt_Gravel;5;2007;137000
C_all;105;8470;Pave;Slightly_Irregular;AllPub;Corner;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Fair;Poor;1915;1982;Plywood;Plywood;GasA;Typical;N;SBrkr;1013;0;513;1526;0;0;1;0;2;1;Fair;6;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;10;2009;85000
Residential_Low_Density;80;9600;Pave;Regular;AllPub;FR2;Veenker;SLvl;Above_Average;Good;1976;1994;Plywood;Plywood;GasA;Excellent;Y;SBrkr;1094;761;0;1855;0;0;2;1;3;1;Typical;7;1;Typical;Attchd;2;512;Typical;Typical;Paved;8;2007;187000
Residential_Low_Density;0;8658;Pave;Slightly_Irregular;AllPub;Inside;Gilbert;Two_Story;Above_Average;Average;2000;2000;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1008;881;0;1889;0;0;2;1;3;1;Typical;9;1;Typical;Attchd;2;431;Typical;Typical;Paved;4;2006;215000
Residential_Medium_Density;21;1526;Pave;Regular;AllPub;Inside;Meadow_Village;Two_Story;Below_Average;Average;1970;1970;CemntBd;CmentBd;GasA;Typical;Y;SBrkr;546;546;0;1092;0;0;1;1;3;1;Typical;5;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Paved;6;2006;79500
